loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,loan_status,loan_date
18036,14513,Education Loan,200106,5.88,84,Closed,2021-02-25
18037,11763,Education Loan,52203,12.22,48,Active,2024-02-16
18038,13156,Home Loan,340497,17.21,36,Closed,2023-02-21
18039,17263,Education Loan,705473,12.34,12,Closed,2021-01-20
18040,18677,Home Loan,601440,13.26,60,Active,2024-07-27
18041,3000,Education Loan,604574,12.08,48,Active,2021-10-01
18042,17359,Home Loan,532149,14.99,12,Closed,2021-02-21
18043,9786,Home Loan,692544,15.93,36,Active,2025-03-26
18044,11159,Education Loan,59457,8.38,12,Active,2023-03-04
18045,2702,Auto Loan,388761,12.3,60,Active,2021-12-14
18046,17897,Home Loan,219431,11.2,180,Closed,2022-07-05
18047,8295,Home Loan,67342,14.46,120,Active,2024-05-10
18048,17803,Home Loan,167208,16.36,180,Active,2021-12-16
18049,19542,Education Loan,698389,7.07,12,Active,2024-09-09
18050,12703,Auto Loan,694660,12.25,120,Active,2022-06-10
18051,8530,Home Loan,387157,13.53,12,Closed,2023-12-16
18052,14571,Home Loan,115132,5.58,12,Active,2022-11-02
18053,15029,Personal Loan,294763,16.0,180,Closed,2021-10-05
18054,4142,Home Loan,11682,11.16,24,Active,2023-06-05
18055,11470,Personal Loan,219470,12.41,240,Active,2024-11-24
18056,665,Education Loan,723683,6.19,48,Closed,2025-10-12
18057,4505,Personal Loan,110673,8.28,84,Closed,2023-07-02
18058,19674,Education Loan,792269,9.33,24,Active,2021-02-01
18059,6071,Auto Loan,219015,12.46,12,Active,2023-03-29
18060,10208,Personal Loan,729354,9.48,48,Active,2025-05-30
18061,9617,Business Loan,142005,12.41,24,Active,2024-12-21
18062,9717,Personal Loan,91877,10.15,84,Closed,2023-07-12
18063,2848,Auto Loan,302377,7.05,180,Active,2025-09-13
18064,7714,Education Loan,681825,17.01,120,Closed,2025-03-16
18065,5819,Business Loan,444670,15.52,180,Active,2025-04-07
18066,5866,Home Loan,23229,13.65,24,Active,2021-05-31
18067,17477,Home Loan,722619,12.5,60,Active,2023-06-27
18068,9092,Personal Loan,275257,8.15,48,Active,2023-03-07
18069,9325,Business Loan,173995,15.6,240,Active,2025-03-19
18070,1748,Personal Loan,222858,15.25,12,Closed,2023-04-29
18071,11510,Home Loan,542202,7.88,60,Active,2022-03-07
18072,17402,Home Loan,442355,13.09,240,Active,2022-10-22
18073,3398,Auto Loan,68787,6.03,84,Default,2022-09-12
18074,19819,Auto Loan,474186,9.63,120,Closed,2024-03-05
18075,4494,Education Loan,619338,16.06,60,Closed,2023-09-11
18076,4559,Personal Loan,389811,9.74,12,Closed,2023-11-08
18077,4493,Business Loan,48035,9.91,60,Closed,2022-05-31
18078,16074,Home Loan,503319,17.07,24,Active,2023-01-19
18079,10344,Personal Loan,675474,9.43,12,Closed,2025-11-24
18080,8222,Personal Loan,789557,7.38,84,Active,2024-12-05
18081,6354,Business Loan,75178,17.61,84,Closed,2024-08-27
18082,14915,Business Loan,696244,12.19,84,Active,2023-03-18
18083,19986,Business Loan,709539,13.52,24,Closed,2023-01-06
18084,3116,Personal Loan,654786,8.16,48,Active,2024-10-15
18085,9785,Personal Loan,75895,13.17,12,Active,2024-02-14
18086,15720,Home Loan,243020,8.8,240,Default,2021-03-22
18087,13871,Auto Loan,452307,7.92,48,Closed,2022-07-07
18088,19335,Education Loan,32738,6.03,48,Default,2024-03-24
18089,1247,Business Loan,18456,10.22,12,Active,2021-11-19
18090,4553,Business Loan,653150,15.23,240,Active,2023-05-13
18091,16833,Personal Loan,140448,17.08,48,Active,2022-06-02
18092,2067,Home Loan,783252,15.34,240,Default,2022-11-01
18093,11433,Auto Loan,575247,13.06,48,Active,2021-12-30
18094,10487,Personal Loan,784217,16.24,60,Active,2022-03-06
18095,19552,Personal Loan,582525,12.67,12,Default,2023-10-18
18096,14402,Auto Loan,303575,15.09,120,Closed,2021-12-14
18097,10641,Home Loan,301908,7.7,48,Active,2024-01-27
18098,14778,Personal Loan,130061,15.89,36,Active,2024-07-15
18099,9856,Home Loan,477053,12.39,48,Active,2025-08-30
18100,3759,Business Loan,154527,12.3,84,Closed,2021-04-17
18101,13454,Home Loan,683491,16.04,36,Default,2021-01-23
18102,1357,Business Loan,671934,14.23,240,Closed,2023-07-04
18103,17776,Business Loan,71463,12.094999999999999,36,Active,2024-05-31
18104,2593,Home Loan,430791,7.76,24,Active,2023-07-25
18105,18019,Home Loan,173827,12.66,60,Active,2025-08-26
18106,12728,Home Loan,245793,11.23,240,Closed,2021-06-06
18107,11813,Home Loan,556408,7.96,12,Active,2021-02-01
18108,12655,Business Loan,265394,13.28,84,Active,2025-05-24
18109,13287,Auto Loan,578859,13.3,180,Closed,2022-12-08
18110,9153,Home Loan,615314,11.43,84,Active,2024-10-24
18111,5511,Business Loan,112555,13.37,240,Active,2021-06-10
18112,2071,Auto Loan,123669,17.37,84,Closed,2025-01-28
18113,13994,Business Loan,685862,7.52,180,Active,2021-09-15
18114,19006,Auto Loan,625865,11.67,48,Active,2021-06-08
18115,17255,Personal Loan,477267,14.88,180,Active,2025-07-31
18116,17392,Home Loan,664172,14.65,36,Closed,2023-01-26
18117,2230,Home Loan,746163,12.4,120,Closed,2025-01-07
18118,14129,Auto Loan,269080,15.61,84,Active,2023-06-04
18119,16415,Personal Loan,698084,17.4,180,Active,2024-01-02
18120,10599,Personal Loan,360912,18.45,240,Active,2024-08-30
18121,10033,Business Loan,413064,5.61,12,Active,2024-07-30
18122,6778,Business Loan,429512,9.75,180,Active,2021-05-24
18123,16122,Personal Loan,315847,7.82,48,Active,2022-01-26
18124,19196,Personal Loan,784986,8.61,240,Active,2021-08-22
18125,6689,Home Loan,40954,11.48,36,Active,2023-03-18
18126,7853,Business Loan,168221,16.44,240,Default,2025-10-18
18127,6636,Business Loan,333384,7.88,180,Active,2023-02-22
18128,10799,Business Loan,378859,11.93,36,Closed,2022-10-11
18129,11080,Home Loan,632971,16.1,120,Active,2024-02-15
18130,8780,Personal Loan,445847,12.61,48,Active,2021-07-27
18131,15541,Personal Loan,701919,7.67,84,Active,2024-08-23
18132,4763,Personal Loan,456246,6.85,60,Active,2024-10-20
18133,1643,Home Loan,655064,18.41,24,Active,2023-08-28
18134,13285,Education Loan,635555,15.63,180,Active,2022-10-24
18135,9659,Home Loan,679794,16.08,24,Active,2021-03-08
18136,18915,Personal Loan,200062,14.3,120,Active,2021-02-21
18137,14538,Auto Loan,721179,15.53,12,Active,2022-04-22
18138,10900,Business Loan,547222,13.25,180,Active,2025-03-23
18139,16481,Auto Loan,546935,15.88,60,Active,2025-11-09
18140,4983,Auto Loan,345689,18.03,36,Active,2024-12-19
18141,8210,Home Loan,178152,12.47,240,Active,2023-10-07
18142,17360,Auto Loan,224425,12.17,180,Default,2022-09-14
18143,2753,Home Loan,666000,14.13,12,Active,2022-09-13
18144,19791,Auto Loan,250739,17.89,12,Closed,2021-05-03
18145,13573,Personal Loan,77797,10.13,180,Active,2024-01-22
18146,18006,Home Loan,700077,10.58,84,Active,2022-11-13
18147,16237,Education Loan,401587,14.59,120,Active,2021-11-17
18148,11309,Personal Loan,270016,11.11,12,Default,2024-02-07
18149,10713,Home Loan,660894,12.36,120,Active,2025-12-22
18150,4669,Personal Loan,533068,16.84,240,Active,2024-06-22
18151,7988,Auto Loan,798186,11.61,36,Active,2022-01-31
18152,4577,Auto Loan,285471,16.81,240,Active,2025-11-04
18153,2675,Personal Loan,612734,13.85,36,Active,2022-08-29
18154,4358,Personal Loan,327198,12.92,12,Active,2023-11-04
18155,14636,Home Loan,289769,10.72,24,Active,2022-03-25
18156,16718,Home Loan,511190,11.71,48,Active,2021-07-25
18157,1569,Home Loan,464170,10.21,12,Default,2022-04-24
18158,6879,Personal Loan,340670,9.8,12,Active,2021-06-28
18159,15343,Personal Loan,171914,8.94,12,Active,2025-05-24
18160,12796,Personal Loan,667362,13.02,240,Active,2024-11-14
18161,2943,Home Loan,160830,9.36,240,Active,2025-09-01
18162,14523,Business Loan,333457,13.87,84,Active,2022-06-26
18163,18030,Auto Loan,674321,17.46,84,Active,2023-02-01
18164,13056,Home Loan,502736,10.51,84,Active,2022-04-25
18165,9209,Personal Loan,719138,13.86,48,Default,2025-11-28
18166,11371,Business Loan,584358,16.73,240,Active,2023-09-04
18167,1666,Business Loan,341902,10.17,180,Closed,2022-09-07
18168,8025,Home Loan,509016,10.81,240,Closed,2021-09-14
18169,10393,Education Loan,676910,18.24,120,Closed,2021-06-14
18170,15266,Auto Loan,68186,7.35,24,Active,2021-08-24
18171,11495,Home Loan,516490,6.77,84,Active,2022-05-22
18172,3572,Education Loan,687785,8.1,180,Active,2021-04-07
18173,18415,Auto Loan,234068,8.0,84,Active,2021-06-22
18174,5477,Home Loan,476279,12.495000000000001,36,Active,2024-05-15
18175,13493,Education Loan,75351,8.48,120,Active,2022-09-10
18176,10265,Education Loan,791613,6.3,48,Active,2021-01-08
18177,5885,Home Loan,535691,12.39,84,Active,2025-10-22
18178,17046,Home Loan,255959,11.21,84,Active,2022-08-15
18179,19313,Home Loan,32430,10.12,48,Active,2022-08-31
18180,9345,Personal Loan,330280,10.83,12,Active,2023-12-30
18181,12448,Home Loan,388183,14.6,60,Active,2025-11-16
18182,19440,Education Loan,456373,12.31,24,Closed,2022-04-14
18183,15664,Auto Loan,565919,9.19,48,Active,2025-04-12
18184,4814,Home Loan,170349,15.54,48,Active,2024-08-04
18185,7559,Auto Loan,602550,17.98,12,Active,2025-01-09
18186,4419,Business Loan,639446,13.42,120,Active,2021-11-26
18187,12354,Personal Loan,454226,6.58,84,Active,2022-02-12
18188,14628,Home Loan,287712,10.39,48,Closed,2023-07-04
18189,5725,Business Loan,441231,11.0,12,Active,2021-07-30
18190,13386,Auto Loan,714711,6.69,24,Active,2025-08-04
18191,1293,Personal Loan,492996,12.26,24,Active,2024-04-28
18192,5607,Personal Loan,181562,6.46,12,Active,2025-05-12
18193,3316,Home Loan,66118,6.37,120,Active,2022-07-10
18194,17529,Home Loan,287448,10.21,120,Active,2022-03-06
18195,12262,Business Loan,655790,7.45,240,Default,2025-03-12
18196,3794,Business Loan,523818,7.36,48,Active,2024-10-12
18197,15422,Business Loan,330487,9.96,240,Active,2022-04-16
18198,14276,Home Loan,211912,9.12,180,Active,2022-06-11
18199,4783,Personal Loan,752285,12.06,240,Active,2021-10-23
18200,11465,Home Loan,487715,9.54,120,Active,2021-11-14
18201,13298,Personal Loan,24502,12.99,36,Active,2023-10-10
18202,9379,Personal Loan,656777,13.31,84,Closed,2021-12-02
18203,17973,Business Loan,308301,10.11,240,Active,2023-05-29
18204,11749,Business Loan,674301,15.51,12,Active,2022-06-12
18205,9098,Home Loan,254678,7.61,60,Active,2025-07-15
18206,8961,Personal Loan,208756,13.69,240,Closed,2025-04-22
18207,4741,Auto Loan,718117,8.0,48,Active,2025-09-10
18208,5471,Home Loan,226525,11.5,12,Closed,2021-07-08
18209,327,Home Loan,81669,14.23,12,Active,2025-05-14
18210,12339,Home Loan,357012,17.93,60,Default,2022-12-26
18211,19180,Auto Loan,438116,8.0,84,Active,2024-12-01
18212,11056,Personal Loan,530668,11.63,24,Default,2021-08-19
18213,10226,Personal Loan,454189,14.28,36,Active,2022-01-28
18214,18643,Personal Loan,790876,8.26,240,Active,2025-05-13
18215,8880,Education Loan,280377,7.64,36,Active,2024-02-05
18216,14144,Home Loan,742405,15.22,36,Active,2024-10-08
18217,7127,Home Loan,270012,17.13,120,Active,2024-10-28
18218,12800,Personal Loan,322742,17.17,12,Closed,2025-01-20
18219,7878,Personal Loan,27199,9.67,240,Active,2025-07-05
18220,9649,Home Loan,779564,16.72,180,Active,2021-02-22
18221,16673,Education Loan,478053,15.66,84,Closed,2021-01-03
18222,19293,Personal Loan,433383,14.56,12,Default,2025-08-27
18223,7134,Education Loan,684331,8.54,180,Active,2021-10-30
18224,6782,Personal Loan,351490,6.39,240,Active,2022-11-05
18225,9617,Auto Loan,635497,13.17,120,Closed,2023-11-21
18226,2178,Home Loan,775566,15.49,48,Default,2025-02-01
18227,10510,Education Loan,363736,7.86,60,Closed,2024-07-09
18228,10064,Home Loan,566328,5.95,84,Active,2023-10-10
18229,3749,Home Loan,792691,13.69,60,Closed,2021-06-17
18230,11241,Personal Loan,79458,11.03,180,Active,2021-04-02
18231,19524,Home Loan,84658,14.17,24,Active,2021-09-02
18232,4637,Home Loan,777346,17.13,120,Active,2023-01-14
18233,9070,Auto Loan,644738,8.12,84,Closed,2022-12-24
18234,7642,Personal Loan,694572,14.37,84,Active,2024-02-11
18235,12434,Auto Loan,404941,9.27,180,Active,2024-04-28
18236,15324,Home Loan,323903,11.06,180,Default,2022-01-29
18237,6876,Personal Loan,759584,15.04,48,Active,2025-03-14
18238,12684,Personal Loan,38125,6.43,120,Active,2024-02-12
18239,17109,Personal Loan,649466,8.36,120,Active,2022-05-19
18240,8096,Business Loan,358742,6.46,120,Active,2023-06-24
18241,18244,Personal Loan,335710,17.19,24,Default,2022-03-31
18242,19642,Personal Loan,786031,12.52,120,Closed,2025-11-30
18243,14221,Business Loan,52283,16.78,120,Active,2024-09-08
18244,12255,Home Loan,672415,12.67,36,Active,2023-05-25
18245,6166,Personal Loan,36982,17.4,84,Active,2023-08-23
18246,13129,Home Loan,365020,8.44,12,Active,2025-06-14
18247,9801,Personal Loan,726698,11.97,12,Closed,2024-08-19
18248,2619,Home Loan,172773,16.08,180,Default,2025-02-03
18249,12606,Personal Loan,271013,8.53,180,Active,2021-11-26
18250,17072,Home Loan,705889,8.28,180,Active,2024-07-08
18251,1386,Business Loan,472247,17.42,84,Active,2022-08-31
18252,12809,Home Loan,78950,14.34,84,Active,2021-08-06
18253,355,Personal Loan,628406,9.1,180,Default,2023-11-02
18254,1766,Auto Loan,145361,13.53,240,Default,2022-03-08
18255,4812,Auto Loan,34244,17.46,24,Active,2024-05-19
18256,2411,Personal Loan,597476,9.17,120,Closed,2021-05-21
18257,12526,Home Loan,607270,12.85,36,Active,2023-03-01
18258,10990,Personal Loan,178547,9.65,120,Active,2025-12-26
18259,2563,Home Loan,11994,9.44,12,Default,2024-06-24
18260,10776,Personal Loan,736148,15.44,60,Active,2022-02-22
18261,19184,Personal Loan,585376,9.64,12,Active,2025-11-07
18262,6428,Business Loan,768423,11.52,120,Active,2021-12-19
18263,14718,Auto Loan,287392,10.53,84,Active,2025-02-01
18264,9527,Business Loan,533507,16.3,180,Active,2024-07-02
18265,4075,Home Loan,716113,5.82,48,Active,2021-11-10
18266,16457,Education Loan,418742,11.55,84,Active,2022-09-22
18267,19972,Personal Loan,92859,9.62,36,Active,2025-06-04
18268,4851,Auto Loan,750425,14.54,120,Active,2022-03-09
18269,6319,Personal Loan,151021,16.45,180,Active,2023-04-26
18270,9822,Home Loan,373616,11.7,240,Active,2025-12-17
18271,6307,Personal Loan,737182,5.95,24,Closed,2022-10-06
18272,6625,Personal Loan,256297,10.76,12,Active,2021-02-17
18273,5519,Auto Loan,759095,14.87,120,Active,2022-02-12
18274,3038,Personal Loan,151843,9.03,24,Active,2024-09-24
18275,9652,Personal Loan,491202,12.19,60,Active,2023-08-29
18276,5991,Education Loan,748276,17.91,180,Active,2022-11-23
18277,11448,Education Loan,697615,8.33,84,Active,2025-09-13
18278,12802,Auto Loan,740012,11.77,120,Active,2021-12-31
18279,18170,Home Loan,298404,10.11,24,Active,2024-08-19
18280,2621,Personal Loan,319980,6.01,60,Active,2022-09-20
18281,9913,Business Loan,379705,9.13,240,Active,2021-02-19
18282,3849,Personal Loan,772674,11.48,120,Active,2023-04-03
18283,8794,Personal Loan,319098,15.39,36,Closed,2025-05-28
18284,8116,Education Loan,544891,15.76,60,Active,2021-11-24
18285,2591,Business Loan,742332,16.21,60,Active,2024-07-04
18286,106,Business Loan,555162,15.54,36,Active,2025-02-18
18287,2843,Home Loan,565564,5.78,120,Active,2025-03-10
18288,19638,Home Loan,612938,9.34,12,Active,2022-10-23
18289,13540,Personal Loan,55949,5.77,120,Closed,2021-01-13
18290,11228,Auto Loan,299136,15.51,24,Active,2023-04-23
18291,17480,Education Loan,709858,18.17,120,Active,2022-07-23
18292,1714,Auto Loan,385039,13.66,240,Active,2024-06-20
18293,1884,Home Loan,683665,10.96,84,Active,2023-06-18
18294,13548,Personal Loan,459280,15.43,120,Active,2021-11-12
18295,6174,Home Loan,741048,15.97,24,Closed,2023-06-24
18296,14505,Education Loan,356200,15.47,120,Active,2023-01-07
18297,2557,Home Loan,688898,13.58,120,Active,2025-06-02
18298,8716,Auto Loan,766916,9.68,48,Default,2024-01-24
18299,15843,Personal Loan,157418,6.44,24,Active,2024-03-24
18300,16979,Personal Loan,210309,16.91,24,Active,2023-10-20
18301,438,Home Loan,205286,16.64,36,Active,2021-06-06
18302,17966,Auto Loan,22260,13.02,120,Active,2025-05-05
18303,17228,Personal Loan,613335,12.83,240,Active,2021-12-29
18304,14441,Auto Loan,540437,17.54,24,Active,2025-08-04
18305,13970,Personal Loan,748969,12.06,36,Active,2021-07-24
18306,696,Personal Loan,680771,18.39,240,Closed,2024-06-21
18307,433,Personal Loan,77751,9.64,240,Active,2021-11-24
18308,18648,Personal Loan,519660,13.57,240,Active,2024-02-08
18309,17751,Personal Loan,697871,17.59,180,Closed,2021-09-14
18310,1089,Business Loan,794252,10.89,240,Active,2022-01-05
18311,4302,Personal Loan,217085,13.29,120,Active,2024-07-18
18312,12371,Auto Loan,653390,8.32,24,Active,2023-02-16
18313,13606,Business Loan,420936,9.74,240,Closed,2021-08-29
18314,18529,Home Loan,644375,15.36,36,Active,2024-11-28
18315,2338,Personal Loan,518817,9.27,180,Closed,2023-03-31
18316,17303,Home Loan,469668,16.31,84,Active,2022-12-18
18317,10382,Education Loan,97314,14.39,120,Active,2024-05-04
18318,18646,Personal Loan,617393,5.73,180,Default,2025-10-31
18319,8998,Personal Loan,162655,13.27,84,Closed,2021-10-04
18320,16462,Personal Loan,550865,7.99,24,Closed,2025-07-30
18321,7638,Personal Loan,604571,12.7,36,Active,2025-04-07
18322,2093,Business Loan,107443,8.02,120,Active,2025-04-29
18323,14909,Personal Loan,439928,17.1,120,Active,2025-10-13
18324,6025,Education Loan,398825,11.8,180,Closed,2022-03-17
18325,9305,Business Loan,638948,10.76,120,Closed,2024-04-19
18326,2690,Education Loan,160760,14.66,12,Active,2025-10-21
18327,16905,Education Loan,649405,11.73,48,Active,2024-10-02
18328,9138,Home Loan,600443,10.18,48,Active,2021-12-26
18329,6573,Home Loan,58761,10.26,48,Closed,2023-03-13
18330,547,Auto Loan,535241,12.84,36,Closed,2024-02-22
18331,8160,Business Loan,249981,5.65,60,Active,2024-03-30
18332,10169,Home Loan,778563,14.31,120,Active,2021-08-15
18333,979,Education Loan,682008,16.34,240,Active,2022-03-23
18334,14638,Home Loan,699109,18.49,60,Default,2024-11-19
18335,17349,Personal Loan,429265,17.65,180,Active,2024-06-18
18336,19537,Education Loan,62591,7.84,12,Closed,2025-10-03
18337,16363,Home Loan,498461,9.67,180,Closed,2021-01-20
18338,8615,Auto Loan,506712,15.54,240,Active,2022-03-01
18339,16383,Education Loan,484246,13.99,24,Active,2023-07-02
18340,8657,Auto Loan,384173,6.09,240,Active,2025-11-11
18341,16316,Home Loan,547905,14.88,60,Active,2024-08-16
18342,3126,Auto Loan,705475,17.74,24,Active,2023-10-30
18343,2050,Home Loan,542562,13.79,240,Default,2025-06-06
18344,18692,Home Loan,150004,12.37,180,Active,2023-03-18
18345,16087,Personal Loan,330421,10.29,120,Active,2025-08-19
18346,6320,Education Loan,387984,8.6,240,Active,2025-03-22
18347,5561,Home Loan,118511,14.81,120,Closed,2021-02-04
18348,5441,Personal Loan,598718,15.26,12,Active,2024-05-28
18349,3564,Business Loan,582431,8.69,48,Active,2024-02-22
18350,15027,Personal Loan,602228,13.45,12,Active,2023-10-21
18351,12023,Personal Loan,422576,11.69,120,Active,2025-09-11
18352,11567,Home Loan,481295,9.77,120,Default,2024-04-16
18353,12621,Business Loan,716178,10.66,12,Active,2022-09-02
18354,1862,Home Loan,477988,12.71,36,Default,2023-11-03
18355,2722,Personal Loan,292001,14.74,48,Default,2025-10-27
18356,7077,Auto Loan,454990,16.25,120,Active,2025-11-17
18357,17872,Personal Loan,516655,7.27,84,Active,2025-03-03
18358,19127,Education Loan,255377,9.2,240,Default,2023-01-07
18359,6496,Auto Loan,159658,18.08,84,Active,2025-02-26
